"FID";"precipitation_at_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"107";"precipitation_at_irrigation_km3";"Lebanon";"MENA";"LBN";0.215585;0.265511;0.243961;0.387512;0.339866;0.503118;0.489144;0.549268;0.493851;0.773104;0.695756;0.757632;0.548326;0.711113;0.446434;0.506103;0.746709;0.62678;0.71327;0.809458;0.716692;0.642109;0.800445;0.755592;0.637765;0.664452;0.63998;0.536213;0.659565;0.796741;0.805721;0.403004;0.394119;0.973619;0.930672;0.543589;1.04967;0.571544;0.831762;0.871781;0.78443;0.458697;0.909414;0.874201;0.926529;1.35862;1.03549;0.793841;0.680025;0.750664;0.560312;0.891812;0.60535;0.933126;1.14293;0.762441;0.547101;0.61362;0.684071362068966;0.223210002309736;0.551354589867982;0.526900243009628;0.385359951603146;7.27646886788946e-06;2.85503602343447e-05;1.92871675281925e-05;0.00728778021470979;0.303991883768496;0.303991883768496;0.290487;0.0711528550411015;0.561697;0.120567321916015;0.6318522;0.12994524148348;0.680464;0.117673080900009;0.7105206;0.0709391276680225;0.6593902;0.0927904535752466;0.701427;0.283290260650627;0.7736692;0.213874165818829;0.7906542;0.193507262433998;0.923728;0.277414279274698;0.826706;0.24265503692691;0.641054;0.11026013407846
"108";"precipitation_at_irrigation_km3";"Liberia";"AFR";"LBR";0.0142053;0.0191119;0.0175326;0.0184116;0.0238215;0.0255645;0.0183434;0.0191702;0.0192719;0.0148427;0.0212515;0.0170809;0.0353209;0.0387435;0.0432565;0.0404322;0.037212;0.0374866;0.0409362;0.0407157;0.0396336;0.0411393;0.0367044;0.0359337;0.0349241;0.0297328;0.0396827;0.0392162;0.0350532;0.036641;0.0397393;0.0393224;0.0506024;0.0598842;0.0532504;0.0548445;0.0662277;0.0642845;0.0712643;0.0570074;0.0644559;0.0705121;0.0606471;0.0509786;0.051619;0.0619054;0.0566524;0.0497749;0.0537396;0.0452777;0.0555375;0.0454782;0.0519021;0.0386525;0.0454453;0.0466726;0.0560882;0.0517449;0.0418083396551724;0.0151345468823372;0.785304141543001;0.783813713125596;0.55232909860859;2.91988655476416e-13;0;9.10310271606818e-10;0.000703814048417358;0.616702594724594;0.616702594724594;0.01861658;0.00346456904924696;0.01943854;0.00387131237734699;0.03113066;0.0113747856923988;0.03935654;0.00184359794098388;0.03766702;0.00261623827794794;0.03606518;0.00401466333109017;0.04855974;0.00890992083960346;0.06272568;0.00675303301724492;0.05964254;0.00839294287380773;0.05347;0.00636639360980768;0.04740312;0.00652917846225695;0.0515019;0.00471250120318287
"109";"precipitation_at_irrigation_km3";"Libya";"MENA";"LBY";0.171214;0.200318;0.238183;0.219229;0.293324;0.201222;0.229676;0.232583;0.311448;0.323134;0.304932;0.305386;0.135554;0.392954;0.417038;0.366081;0.491252;0.38717;0.552883;0.409454;0.55397;0.487027;0.550534;0.44132;0.579443;0.612905;0.701863;0.450778;0.839785;0.534318;0.780891;0.55049;0.71819;1.21571;0.868106;0.598436;0.939333;1.10574;0.901885;0.700478;0.713961;0.624806;0.720725;0.672921;0.648757;0.906995;0.680407;0.818854;0.823472;0.748404;0.743962;0.571844;0.48156;0.898694;0.759841;0.78086;0.73756;0.96265;0.579491551724138;0.251181319285015;0.790726545607682;0.821034175151497;0.64670296430732;1.54321000422897e-13;0;7.4540373873333e-13;0.0117615423421206;0.625248469928659;0.625248469928659;0.2244536;0.0457599908795882;0.2596126;0.0542174750776906;0.3111728;0.11046492972523;0.441368;0.0783391148309706;0.5224588;0.0567170365648629;0.6279298;0.150599151547079;0.8266774;0.24658065772846;0.8491744;0.201067931441839;0.676234;0.0412721949137673;0.7956264;0.0854741614542079;0.6911802;0.164881743938497;0.827023333333333;0.11943478150578
"11";"precipitation_at_irrigation_km3";"Australia";"Other";"AUS";7.263;6.64676;6.5879;5.74582;6.97188;8.10338;7.99247;6.55595;7.98805;6.67168;9.38464;9.39274;10.5225;10.8976;8.35485;13.6062;13.9204;11.3524;10.1451;8.51369;11.3494;9.6745;8.16072;12.2166;6.79821;12.105;10.3681;10.6526;10.4988;9.99581;14.5116;13.6966;12.5004;12.6393;14.3463;13.5252;10.6772;15.7586;16.101;13.269;15.7486;16.0782;17.3163;13.2377;10.3692;14.0049;13.4615;14.3873;11.3726;15.185;15.6391;14.9632;24.6712;19.4688;16.1893;15.1569;13.5477;13.613;11.8943525862069;3.67289717143692;0.792117873330433;0.815681811190747;0.623714458560194;1.30562227695918e-13;0;4.64783767029076e-12;0.172285688578546;0.627450725249528;0.627450725249528;6.643072;0.570207008129504;7.462306;0.777017883404237;9.710466;1.01408745726392;11.507558;2.29508802496113;9.639886;2.22632802095289;10.724062;0.809305175270738;13.53884;0.936839331475787;13.8662;2.19192601608722;14.55;2.76702334738975;13.68226;1.43550250539663;18.18632;4.0175659517922;14.1058666666667;0.910806962716762
"110";"precipitation_at_irrigation_km3";"Saint Lucia";"LCR";"LCA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"111";"precipitation_at_irrigation_km3";"Liechtenstein";"Other";"LIE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"112";"precipitation_at_irrigation_km3";"Sri Lanka";"SOA";"LKA";3.36016;3.67574;3.64898;4.81044;4.00819;6.10219;3.10642;4.25635;4.25679;5.17926;3.33826;5.09823;5.4469;4.74227;4.90328;4.8767;3.92637;4.69123;3.81497;5.00504;4.42188;4.5112;3.60408;5.31027;4.69377;3.88881;6.20974;5.10103;5.00443;4.14777;6.17551;4.64801;6.32501;5.39188;4.97748;6.32083;6.44217;5.52081;6.2225;6.65705;4.94132;6.4628;5.9185;5.43095;6.38034;5.79665;7.02475;6.23997;7.42464;5.68622;7.17574;5.50307;6.5884;6.01344;6.16801;5.15668;6.69247;7.27675;5.27073620689655;1.094320992911;0.74463028746239;0.746408686825187;0.541439806412583;2.07289740927763e-11;0;1.92933446996335e-09;0.0482543031160599;0.554474265006324;0.554474265006324;3.900702;0.557972763510908;4.580202;1.12436946582073;4.705788;0.80835087942675;4.462862;0.553389222672433;4.50824;0.612912232419944;4.870356;0.915245719563877;5.503578;0.732716741769969;6.232672;0.429711795416416;5.826782;0.64422113301257;6.434446;0.763771852276582;6.289732;0.629325704043622;6.3753;1.09504420362833
"113";"precipitation_at_irrigation_km3";"Lesotho";"AFR";"LSO";0.00155559;0.00141901;0.00153862;0.00183769;0.00137305;0.00187748;0.00142111;0.0009148;0.00124924;0.00176083;0.00113483;0.00130988;0.00110359;0.00140115;0.0014648;0.00135203;0.00174739;0.00179438;0.00213067;0.00168791;0.00165819;0.00142888;0.00120865;0.001724;0.00145371;0.0011516;0.00113603;0.00113806;0.0013223;0.00311408;0.00490792;0.00396908;0.00317706;0.00495799;0.00203379;0.00322836;0.00473582;0.00504937;0.00667755;0.00568701;0.00672319;0.00495266;0.00653345;0.00729004;0.00509514;0.00360354;0.00631016;0.00437266;0.0071884;0.00422482;0.00518953;0.00604194;0.00766264;0.00674841;0.00491987;0.00446722;0.00525025;0.00332315;0.00327121672413793;0.00209566373774757;0.807593054371713;0.771140299609339;0.537810042347247;1.86517468137026e-14;0;2.47043430157134e-09;0.00010022239902796;0.652206541469429;0.652206541469429;0.001544792;0.000181149354732497;0.001444692;0.000389484214917627;0.00128285;0.000159589615420302;0.001742476;0.000277866101530935;0.001494686;0.000204416562513902;0.001572414;0.000865371290822616;0.003809168;0.00123532863638386;0.005075622;0.00127166230453293;0.006118896;0.00103884398267016;0.005139916;0.0015290758148241;0.006112478;0.00112766730429236;0.00434687333333333;0.000969170311469214
"114";"precipitation_at_irrigation_km3";"Lithuania";"ECA";"LTU";0.00657927;0.0056585;0.0072007;0.00564222;0.00735537;0.00607139;0.00553582;0.00665905;0.00773604;0.00798341;0.00750989;0.00743741;0.00904732;0.00753894;0.0112635;0.0110301;0.015666;0.0112317;0.012051;0.0169423;0.0200634;0.0193397;0.0238798;0.0243973;0.0176633;0.0247847;0.0218883;0.0254719;0.0263278;0.0257154;0.0229695;0.0252858;0.0298373;0.0228189;0.0554759;0.0516564;0.0420207;0.0312215;0.0239526;0.0264029;0.029162;0.0203491;0.0204637;0.0247514;0.0201824;0.0210455;0.0178128;0.00963567;0.0024428;0.000857653;0.000821633;0.000943051;0.00105104;0.000741918;0.000970191;0.000853619;0.00078386;0.000706419;0.0157049617931034;0.0123549486978041;0.0617952214214933;0.00187640345750408;0.104658197217181;0.644931737524491;0.988993767310908;0.245852795035806;4.52112442708192e-05;0.00381864939053176;0.00381864939053176;0.006487212;0.000817314684420878;0.006797142;0.00105184121613958;0.008559412;0.00165468230693085;0.01338422;0.00273034577242517;0.0210687;0.00294018194249948;0.02483762;0.00173887422403117;0.03127748;0.0138212516206746;0.03505082;0.0115860391582715;0.02298172;0.00395078895374076;0.0103588846;0.00898923578741156;0.0009055666;0.000123054476673139;0.000781299333333333;7.36334011188763e-05
"115";"precipitation_at_irrigation_km3";"Luxembourg";"Other";"LUX";0.00124322;0.000761303;0.00108099;0.00115793;0.000887281;0.00081872;0.000776701;0.00140373;0.0013112;0.00115629;0.00110643;0.000907624;0.00117908;0.000804895;0.00092634;0.000852967;0.00126699;0.00085106;0.000726483;0.00118272;0.000994582;0.00127376;0.00126021;0.0014256;0.0011651;0.00112181;0.00126031;0.00109148;0.00135374;0.00142597;0.00149008;0.00111615;0.00126271;0.000868577;0.00103125;0.00125744;0.00102312;0.0025452;0.00178836;0.00413363;0.00706555;0.00677144;0.00842017;0.00810834;0.00778369;0.00548043;0.00599411;0.00573764;0.00694928;0.0082429;0;0;0;0;0;0;0;0;0.0020662859137931;0.00242033647928139;0.344407180995605;0.0954508452589735;0.143385340776369;0.00811235331963833;0.47600826966316;0.114405128695428;4.93626612015129e-05;0.118616306321339;0.118616306321339;0.0010261448;0.000198066473270213;0.0010933282;0.000284360701497587;0.0009848738;0.000153523665658425;0.000976044;0.00023474144542347;0.0012238504;0.000158533512642596;0.001250662;0.000144389057653272;0.0011537534;0.000235973409715586;0.00214955;0.0012538216960557;0.007629838;0.000695076856448263;0.006480872;0.00113074797955601;0;0;0;0
"116";"precipitation_at_irrigation_km3";"Latvia";"ECA";"LVA";5.29401e-05;5.27019e-05;5.94568e-05;5.8836e-05;7.24994e-05;5.13512e-05;4.63334e-05;5.35482e-05;6.18875e-05;5.5009e-05;5.17902e-05;9.70174e-05;0.000145263;0.000123345;0.000219308;0.000273747;0.000454928;0.000396445;0.000454723;0.000710787;0.000841466;0.000765607;0.000926653;0.00104054;0.000763612;0.00113421;0.00106848;0.0012851;0.00135887;0.00119697;0.00121551;0.00116227;0.0015394;0.0013209;0.00200831;0.00173579;0.00154394;0.00139127;0.00113636;0.00141524;0.00142905;0.00109308;0.00108065;0.00215672;0.00165625;0.00227287;0.00182528;0.000836263;0.000874115;0.00110675;0.00108944;0.00104231;0.001155;0.000939902;0.00116683;0.000926151;0.00101228;0.000830115;0.000876473639655172;0.000605723381144964;0.73867358773589;0.706850410655511;0.543859649122807;3.61959351380392e-11;0;1.63474056513735e-09;2.64958300132269e-05;0.545638669218612;0.545638669218612;5.928684e-05;8.03813455180989e-06;5.362586e-05;5.66850628014118e-06;0.00012734472;6.20937581754559e-05;0.000458126;0.000159420473854521;0.0008675756;0.000117573976267285;0.001208726;0.000115905119515921;0.001449278;0.000344289388697938;0.00144452;0.000219873836438081;0.00148315;0.000447422568664121;0.0013830556;0.000636725912920387;0.0010786964;9.25919156017414e-05;0.000922848666666667;9.11273880912502e-05
"117";"precipitation_at_irrigation_km3";"Macao";"EAP";"MAC";0.00851051;0.0132482;0.010406;0.0113036;0.00736276;0.00569829;0.0113404;0.0142424;0.0134202;0.0102453;0.0137116;0.0120271;0.0160086;0.00896355;0.0134893;0.0149264;0.0129622;0.0233456;0.0178241;0.0120613;0.0224982;0.0167189;0.0146352;0.0158402;0.0224971;0.0255397;0.0142968;0.0173004;0.0176604;0.0194707;0.0138789;0.0142726;0.0129918;0.0122618;0.0228606;0.01777;0.0219953;0.0183002;0.0182329;0.0264601;0.0225919;0.019063;0.0236007;0.0272802;0.0234658;0.0173308;0.0176438;0.0250595;0.023589;0.0166298;0.0267114;0.0204098;0.0252324;0.0157602;0.0188144;0.0270596;0.0188211;0.0178828;0.0173021622413793;0.00539152522268051;0.688596976127524;0.719462302746932;0.520871143375681;2.31077157408777e-09;0;7.66903274218578e-09;0.000219850457104185;0.474165795531973;0.474165795531973;0.010166214;0.00231573379346159;0.010989318;0.00336019078507754;0.01284003;0.00259369302433808;0.01622392;0.00455325934985039;0.01843792;0.00377910949523826;0.0188536;0.00417388692767305;0.01525314;0.00432392227936627;0.0205517;0.00371406489240562;0.02320032;0.0029310320822195;0.02005058;0.00395288580305579;0.02138564;0.00453790689944164;0.0212545;0.00504920699021143
"118";"precipitation_at_irrigation_km3";"Morocco";"MENA";"MAR";2.76273;2.75614;3.94426;2.27367;3.80839;5.13572;3.07389;3.90118;2.18864;3.7622;3.6286;4.63319;3.54303;4.32045;3.99196;3.12272;2.89939;3.18472;5.08795;4.0411;3.8917;4.16202;4.25611;2.51381;3.86295;2.97024;2.60172;4.09246;3.56851;4.81184;4.80861;5.37633;3.76955;4.4779;3.82839;3.96734;2.80747;3.91911;7.91303;4.50634;3.06677;4.11412;3.80951;3.47573;5.80338;5.99704;4.412;3.64218;5.1777;4.42649;5.51904;5.84789;7.96834;5.30598;4.72463;4.02431;4.88121;3.1544;4.1295875862069;1.16116024591756;0.468766185126727;0.475222246147221;0.322444041137326;0.000206131035200841;0.000194726939443679;0.000349750977832963;0.0322328758190038;0.219741736318266;0.219741736318266;3.109038;0.729553790662484;3.612326;1.08897007317924;4.023446;0.460351329562542;3.667176;0.905139407290391;3.737318;0.704646357309821;3.608954;0.881025595927837;4.452156;0.67765307568106;4.622658;1.94032257113862;4.053902;1.05270358799142;4.731082;0.891966152732266;5.873176;1.24062817674354;4.01997333333333;0.863413168207049
"119";"precipitation_at_irrigation_km3";"Monaco";"Other";"MCO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
