"FID";"precipitation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"107";"precipitation_km3";"Lebanon";"MENA";"LBN";4.0081;4.87372;4.25839;6.75892;5.60302;7.22637;7.72695;7.44529;6.27394;9.65053;8.87818;9.59012;6.86778;8.27779;4.69828;5.13343;7.42901;6.51681;7.17394;8.35301;7.38659;6.48964;8.26992;7.72505;6.40721;6.8754;6.58091;5.3359;6.32832;7.79164;8.09023;3.89445;3.92533;8.9562;8.47627;4.7435;8.1188;4.15803;6.01245;6.03886;5.42032;3.27191;6.62587;6.89531;7.70869;10.6515;8.01117;6.23418;5.34734;5.72454;4.37157;7.05894;4.767;7.51678;9.24896;6.36811;4.4176;4.85024;6.60066051724138;1.67456298918519;-0.0997089170450705;-0.114952782306438;-0.0756200846944949;0.456459839829753;0.389191145601317;0.401750935308055;-0.00988749115629423;0.00994186813829907;0.00994186813829907;5.10043;1.11319353694674;7.664616;1.23712197566772;7.66243;1.93586922164179;6.92124;1.19702560716135;7.255682;0.802004835565223;6.582434;0.889723480683746;6.668496;2.53689056263371;5.814328;1.52399588377725;5.98442;1.72410883049766;7.193746;2.18590902234745;6.59265;2.02445176072437;5.21198333333333;1.02433685593819
"108";"precipitation_km3";"Liberia";"AFR";"LBR";204.583;267.545;252.376;246.702;296.597;319.136;232.107;256.092;268.454;211.82;301.145;262.966;236.145;224.266;245.537;252.381;225.443;210.885;225.686;224.88;244.323;251.373;214.038;210.502;208.516;181.558;237.481;215.557;187.416;219.748;207.503;233.901;201.069;230.031;224.672;193.068;238.451;219.13;239.984;196.878;240.84;254.284;224.98;192.613;196.044;233.367;219.192;184.576;209.439;167.322;194.547;167.54;203.111;165.682;189.507;200.315;238.919;198.58;224.151775862069;31.6159910594019;-0.618833073084461;-0.605032452551601;-0.434966727162734;2.24838013623748e-07;8.85875414229229e-07;1.41385269146181e-06;-1.15859309729611;0.382954372343148;0.382954372343148;253.5606;33.5221722938714;257.5218;40.781225915855;254.0118;29.9064108294526;227.855;15.0738059726136;225.7504;20.4216653410049;208.352;23.3800877564649;219.4352;14.3931330918602;217.5022;22.1885164037617;221.7522;27.1251052385055;202.7792;26.6360468669808;184.0774;16.6826807587989;212.604666666667;22.8053866516955
"109";"precipitation_km3";"Libya";"MENA";"LBY";55.5041;61.201;68.5275;89.9644;100.371;86.2259;56.8029;59.5699;66.6374;62.3284;50.3179;81.8054;38.7057;57.644;87.9903;42.6507;69.5961;86.2664;121.965;62.8545;102.842;72.5671;85.1218;66.5883;103.017;85.2242;71.9011;68.9658;85.6759;52.9159;108.024;55.783;76.3782;107.618;65.2922;71.5206;113.033;94.362;71.3922;70.3502;83.963;45.3859;66.7979;54.9394;55.1403;57.0396;41.1397;81.6723;74.6016;56.9815;72.0402;41.7286;49.7875;72.1398;64.4513;59.1989;47.2442;77.5587;71.3329551724138;19.2679042629089;-0.157134117005964;-0.148235873142822;-0.0973986690865094;0.238803768145733;0.266001411420772;0.280148532902009;-0.179289802823826;0.0246911307272422;0.0246911307272422;75.1136;19.235073158296;66.3129;11.7091551627348;63.29266;20.9610670218145;76.66654;29.7571366736284;86.02724;16.8170722589576;72.93658;13.517977101142;82.61908;24.1334855794185;84.1316;19.0473661265803;61.2453;14.7942660194752;62.28694;16.0493852182257;60.02948;13.6957119258913;61.3339333333333;15.2696104424223
"11";"precipitation_km3";"Australia";"Other";"AUS";3342.38;3284.32;3838.33;2716.56;3558.71;3747.62;3514.71;2760.75;3193.29;3503.47;4294.97;3355.26;3051.44;3841.92;2910.81;5300.12;6100.3;4711.35;4324.65;3765.24;4202.74;3688.93;3515.47;4312.46;3334.75;4013.49;4362.72;3150.13;3165.05;3768.52;3643.13;3790.15;3309.98;3603.88;3461.84;3941.54;2662.74;4141.56;3689.34;4115.56;4382.75;4559.2;5499.74;4051.68;2596.13;3685.02;3844.14;3112.93;3683.51;3731.3;3629.03;3616.02;5266.09;5077.07;3601.31;3350.43;3580.84;3352.95;3786.38482758621;698.388985979654;0.127637049379152;0.150143037312744;0.0780399274047187;0.339675237533624;0.259846390071506;0.386857588138434;5.27867298286634;0.0162912163742165;0.0162912163742165;3348.06;414.615905206252;3343.968;380.911981591548;3490.88;573.971103932942;4840.332;899.626513598838;3810.87;428.361822236763;3691.982;531.595674991812;3561.796;182.985198663717;3710.148;612.681392013827;4217.9;1054.10412429228;3611.38;286.19748994357;4237.904;854.997836886153;3428.07333333333;132.305814057181
"110";"precipitation_km3";"Saint Lucia";"LCR";"LCA";1.52129;1.09304;1.30364;1.34909;1.37912;1.33109;1.31961;1.33019;1.52854;1.39773;1.21627;1.31037;1.48316;1.01484;1.31173;1.04062;1.12409;1.12722;1.061;1.16507;1.25448;0.942169;0.820019;0.961885;0.963604;0.78666;0.929233;0.875591;0.890697;0.881586;1.02129;0.747382;0.681954;0.835062;0.981605;0.811844;0.628939;0.868521;1.00621;0.665781;1.02104;0.789558;0.744686;0.64952;0.686182;0.70464;1.13252;1.09915;0.788361;0.756079;0.896694;0.716194;1.09702;0.671133;0.535182;0.476891;0.426607;0.448589;0.975901172413793;0.280124835549034;-0.814663938541754;-0.794949091020948;-0.618874773139746;7.25074724022152e-15;0;6.77749956443966e-12;-0.0135139008274631;0.663677332760367;0.663677332760367;1.329236;0.155089521986497;1.381432;0.0878754910085855;1.267274;0.170854249669126;1.1036;0.0513262744605529;0.9884314;0.160160790171315;0.8727534;0.0524644125031435;0.8534586;0.146281737102757;0.796259;0.153756790219164;0.7781972;0.145987424668017;0.89615;0.203097396931866;0.7832446;0.217902280471775;0.450695666666667;0.0252081077697897
"111";"precipitation_km3";"Liechtenstein";"Other";"LIE";0.283654;0.222217;0.285343;0.230706;0.262241;0.253086;0.261372;0.338751;0.351223;0.262593;0.270652;0.238146;0.347421;0.214111;0.223487;0.270449;0.31624;0.267684;0.242832;0.304293;0.270084;0.303975;0.268036;0.345056;0.264543;0.279539;0.244465;0.238605;0.268108;0.289693;0.298641;0.226067;0.262825;0.258554;0.260873;0.283081;0.287482;0.288156;0.225302;0.230485;0.247422;0.350484;0.299853;0.294728;0.293464;0.203675;0.222252;0.235065;0.254354;0.261572;0.254743;0.237225;0.246243;0.296066;0.321494;0.269419;0.251012;0.227679;0.269083120689655;0.0358572501088851;-0.124287362129473;-0.107508689901258;-0.0683605565638234;0.35260398674991;0.420787273636864;0.448449540163852;-0.000263909225137653;0.0154473483851031;0.0154473483851031;0.2568322;0.0293356446443572;0.293405;0.04743494237901;0.2587634;0.0540019611986454;0.2802996;0.0296959775441052;0.2903388;0.0344710495735189;0.264082;0.0220508223429422;0.261392;0.0257182849350418;0.2629012;0.0320692798593919;0.2971902;0.036551813733384;0.2353836;0.0235779775913881;0.2711542;0.0360408768858362;0.24937;0.0209183895890673
"112";"precipitation_km3";"Sri Lanka";"SOA";"LKA";106.383;119.083;118.012;163.887;118.173;175.104;91.9186;133.75;115.621;143.032;88.4467;138.644;126.593;114.665;121.51;119.469;92.1175;122.122;96.7269;124.135;110.065;111.224;89.3578;109.088;104.669;83.9505;129.589;109.488;105.235;88.5084;118.47;95.2821;128.331;111.74;93.7103;121.896;125.744;106.535;114.371;128.73;94.2553;121.618;112.378;98.5015;117.51;106.607;127.745;117;142.137;107.44;132.691;101.398;121.239;111.257;118.25;99.6534;126.161;135.609;115.634948275862;17.6002311790064;-0.107798017159264;-0.0272847519148544;-0.0139140955837871;0.420563027336697;0.838564539361386;0.877386067626631;-0.112351730290069;0.0116204125034683;0.0116204125034683;125.1076;22.3001375063025;131.88512;31.0541729075498;117.97174;18.6872299830125;110.91408;15.2330590216476;104.88076;9.02525672698567;103.35418;18.2093862708769;109.50668;14.9294017327219;119.4552;9.00429179336165;108.85256;11.9432082747058;120.1858;14.9665062289099;116.967;11.6419297154724;120.474466666667;18.640112361607
"113";"precipitation_km3";"Lesotho";"AFR";"LSO";27.8138;26.8472;27.5581;26.7918;21.9186;29.4547;26.5765;18.0632;21.3947;26.7459;17.9054;23.2606;19.1764;21.9449;23.4164;22.5062;28.8424;28.5678;34.1429;26.7812;27.0946;23.2312;16.6982;25.7957;19.0844;21.6589;18.5371;23.8221;24.2797;25.1677;30.8312;25.4046;19.7587;27.1676;14.5429;23.5487;19.235;22.864;28.245;25.9047;27.9453;21.8807;27.311;30.5976;22.2747;14.995;28.2839;18.5004;28.4543;20.2287;23.005;25.9665;31.9783;28.3386;24.1029;21.3307;23.1339;16.1547;24.0872913793103;4.37957660175343;-0.0800974496366678;-0.0640745639669015;-0.0356926799758016;0.550049110376533;0.631907660881863;0.69227384716375;-0.0207731059091335;0.00641560143829909;0.00641560143829909;26.1859;2.42627662478951;24.447;4.60885583632207;21.14074;2.48219483078988;28.1681;4.1920543543709;22.38082;4.40916172100775;22.6931;2.65788879376094;23.541;6.42346957375841;23.95948;3.38522859006597;26.00186;3.7910194582724;22.09246;6.03235800272166;26.67826;3.58744593589924;20.2064333333333;3.62288418436656
"114";"precipitation_km3";"Lithuania";"ECA";"LTU";44.7167;37.3916;49.5577;38.8109;46.6746;40.1537;33.6951;40.7039;45.0569;45.2094;38.4551;37.1201;43.6478;33.6549;44.9368;39.5362;49.2094;33.2121;32.654;43.698;47.3776;43.0886;52.6359;50.7465;35.5711;46.0965;40.8339;46.844;45.8379;44.9898;41.5603;44.5743;51.478;38.7889;41.9163;46.8933;46.5063;44.3604;34.1107;44.066;49.4234;40.2678;40.758;47.8782;39.5215;41.2683;43.8345;40.3301;39.57;49.8529;44.1217;46.4803;54.9632;43.5615;50.4358;43.7524;41.3211;36.7717;43.1117862068966;5.13667015475529;0.194222451629616;0.156172136946692;0.0925589836660617;0.14404100735719;0.241027263060471;0.304739902851728;0.0590788089452139;0.0377223607170174;0.0377223607170174;43.4303;5.18483587638027;40.9638;4.6993722102;39.56294;4.68145719546809;39.66194;7.03866539892329;45.88394;6.8123613448642;44.92042;2.37852648860592;43.66356;4.82529403539308;43.18734;5.22692887487481;43.56978;4.69108461999994;42.97116;4.16972783380402;47.9125;4.78100344749928;40.6150666666667;3.54350185880201
"115";"precipitation_km3";"Luxembourg";"Other";"LUX";2.73256;1.673;2.45525;2.57751;2.05925;1.82845;1.75533;3.06136;2.91269;2.4234;2.32303;2.00719;2.55743;1.71613;2.04242;1.90652;2.77357;1.83242;1.58732;2.55945;2.17145;2.75202;2.69838;3.08231;2.52568;2.50951;2.75689;2.22479;2.81926;2.94148;3.14221;2.34515;2.60112;1.93061;2.23342;2.70506;2.26729;2.45759;1.72606;2.43616;2.52806;2.43919;2.92166;2.90575;2.76392;1.92744;2.16501;2.0298;2.43146;2.86434;2.61924;2.50782;2.53284;2.02152;2.68953;2.57427;2.40316;1.9289;2.40283844827586;0.398873574680314;0.135046272426167;0.109231289796672;0.0683605565638234;0.312144480982511;0.413347553454409;0.448449540163852;0.00318983696822405;0.0182374956962011;0.0182374956962011;2.299514;0.429915950425196;2.396246;0.600623424976083;2.12924;0.321712226687144;2.131856;0.507836384310931;2.645968;0.333175974779095;2.650386;0.285296008261595;2.450502;0.455427565448118;2.318432;0.366137314364434;2.711716;0.21934611970582;2.28361;0.37564927139554;2.47419;0.263102521082562;2.30211;0.334341047584648
"116";"precipitation_km3";"Latvia";"ECA";"LVA";40.2853;35.3444;43.9661;38.6589;47.1405;34.8393;31.8863;37.9639;43.3812;40.8692;36.4921;33.7732;41.0505;35.0601;39.5058;39.1332;42.4265;33.5542;33.544;43.5389;48.5975;42.5886;50.6328;52.8499;36.5866;45.2106;39.7314;47.2317;47.5749;42.4495;43.6172;43.0552;55.1714;43.5465;42.0334;42.7433;43.3609;42.8126;36.4933;45.7578;47.5909;40.8108;42.1988;50.6348;36.3685;42.7885;44.9316;37.2398;39.366;47.9305;47.4881;48.7299;52.2511;39.84;51.4411;41.4025;43.8792;37.7682;42.3641206896552;5.35847508750615;0.363469228090933;0.35950044603033;0.243799153055051;0.00504019645045672;0.00583265242874489;0.00686509646128086;0.115334565812543;0.132109879769018;0.132109879769018;41.07904;4.59482343273384;37.78798;4.59166405206217;37.17634;3.03988147680136;38.43936;4.74903530445921;46.25108;6.61561629381572;44.43962;3.32971525614428;45.48474;5.45184084305476;42.23358;3.43645420848293;43.52076;5.64406523022192;42.45128;4.27100787016367;47.95004;4.93155492801205;41.0166333333333;3.07371925577684
"117";"precipitation_km3";"Macao";"EAP";"MAC";0.137266;0.21368;0.167838;0.182317;0.115043;0.0890357;0.169259;0.206412;0.189017;0.140346;0.185292;0.158252;0.205238;0.112044;0.164504;0.177695;0.150724;0.265291;0.200271;0.132542;0.241916;0.179774;0.157367;0.172176;0.247221;0.277605;0.1554;0.190114;0.191961;0.211638;0.150858;0.153469;0.132569;0.123856;0.226342;0.174216;0.217775;0.179413;0.173647;0.249624;0.207265;0.1733;0.21072;0.237219;0.197192;0.137546;0.138928;0.195777;0.182861;0.126945;0.203904;0.15462;0.191155;0.119396;0.142533;0.204997;0.142584;0.135476;0.177093546551724;0.0402671835816197;0.0198867580726805;0.0162108954443385;0.00302480338777979;0.882208062559469;0.903739023785981;0.973244024489182;4.74204712541254e-05;0.000395483146641503;0.000395483146641503;0.1632288;0.0384930707751408;0.15881394;0.0460894972115991;0.165066;0.0349319323255957;0.1853046;0.0516222654994916;0.1996908;0.0417945409557277;0.2053436;0.0451849733904979;0.1574188;0.0404753833175178;0.198935;0.0337488544620406;0.2051392;0.0231390933638291;0.1564114;0.0307370831618747;0.1623216;0.0348352243182099;0.161019;0.038251526492416
"118";"precipitation_km3";"Morocco";"MENA";"MAR";116.21;117.798;149.945;89.766;152.722;204.936;122.101;175.02;95.0057;168.168;141.527;171.299;134.616;163.181;148.955;117.876;111.92;115.671;174.795;134.987;107.829;136.364;131.117;70.7356;126.753;76.7769;61.4216;135.528;102.753;138.807;157.292;158.033;112.718;136.199;120.112;113.713;93.2315;120.377;215.675;131.908;94.9644;120.201;89.2977;83.7587;145.359;149.841;120.608;95.9933;139.527;117.689;141.779;142.376;185.315;148.075;134.54;101.006;125.757;96.3814;129.074324137931;31.2385604249053;-0.130708760745889;-0.12658033160048;-0.0840895341802783;0.328082954588644;0.342766866233084;0.351124656150306;-0.241794450767472;0.0170847801357253;0.0170847801357253;125.2882;26.2722033373678;153.04614;43.961270196026;151.9156;15.1541228317577;131.0498;26.0055273490079;114.55972;26.7586542541287;103.0573;34.4843114536161;136.8708;20.7938125340208;134.9809;47.2482548757094;106.71616;25.7082748089599;124.73166;20.8679060288281;150.417;20.0917098699936;107.7148;15.7951722662338
